fecha,anio,mes_numero,dia_semana,es_fin_de_semana,canal,categoria,unidades_vendidas,ventas_netas,margen_total,media_movil_7d_unidades,media_movil_30d_unidades,prediccion_naive_proximo_dia,tendencia_ventas
2025-04-21,2025,4,1,False,Web Propia,Accesorios,5,479.54,236.67,6.428571,4.1,6.428571,Tendencia creciente
2025-04-22,2025,4,2,False,Web Propia,Accesorios,5,479.54,236.67,6.0,4.166666,6.0,Tendencia creciente
2025-04-23,2025,4,3,False,Web Propia,Accesorios,5,479.54,236.67,5.571428,4.233333,5.571428,Tendencia creciente
2025-04-24,2025,4,4,False,Web Propia,Accesorios,5,470.84,205.85,5.428571,4.3,5.428571,Tendencia creciente
2025-04-25,2025,4,5,False,Web Propia,Accesorios,5,470.84,205.85,5.285714,4.433333,5.285714,Tendencia creciente
2025-04-26,2025,4,6,True,Web Propia,Accesorios,5,470.84,205.85,5.142857,4.566666,5.142857,Tendencia creciente
2025-04-27,2025,4,7,True,Web Propia,Accesorios,6,569.9,258.08,5.0,4.7,5.0,Tendencia estable
2025-04-28,2025,4,1,False,Web Propia,Accesorios,4,350.43,153.11,5.142857,4.866666,5.142857,Tendencia estable
2025-04-29,2025,4,2,False,Web Propia,Accesorios,4,372.17,174.58,5.0,4.966666,5.0,Tendencia estable
2025-04-30,2025,4,3,False,Web Propia,Accesorios,6,547.53,257.35,4.857142,5.066666,4.857142,Tendencia estable
2025-05-01,2025,5,4,False,Web Propia,Accesorios,6,541.49,251.39,5.0,5.2,5.0,Tendencia estable
2025-05-02,2025,5,5,False,Web Propia,Accesorios,6,545.11,254.96,5.142857,5.333333,5.142857,Tendencia estable
2025-05-03,2025,5,6,True,Web Propia,Accesorios,8,750.13,383.78,5.285714,5.5,5.285714,Tendencia estable
2024-04-02,2024,4,2,False,Shein,Moda Mujer,4,168.26,26.84,4.142857,3.8,4.142857,Tendencia estable
2024-04-03,2024,4,3,False,Shein,Moda Mujer,2,76.83,14.57,3.857142,3.7,3.857142,Tendencia estable
2024-04-04,2024,4,4,False,Shein,Moda Mujer,2,77.12,14.8,3.285714,3.533333,3.285714,Tendencia estable
2024-04-05,2024,4,5,False,Shein,Moda Mujer,2,75.12,13.22,2.857142,3.433333,2.857142,Tendencia decreciente
2024-04-06,2024,4,6,True,Shein,Moda Mujer,1,11.14,0.13,2.714285,3.4,2.714285,Tendencia decreciente
2024-04-07,2024,4,7,True,Shein,Moda Mujer,1,11.71,0.58,2.428571,3.333333,2.428571,Tendencia decreciente
2024-04-08,2024,4,1,False,Shein,Moda Mujer,2,115.37,27.67,2.142857,3.266666,2.142857,Tendencia decreciente
2024-04-09,2024,4,2,False,Shein,Moda Mujer,3,231.92,69.92,2.0,3.2,2.0,Tendencia decreciente
2024-04-10,2024,4,3,False,Shein,Moda Mujer,3,232.2,70.14,1.857142,3.166666,1.857142,Tendencia decreciente
2024-04-11,2024,4,4,False,Shein,Moda Mujer,3,231.49,69.57,2.0,3.133333,2.0,Tendencia decreciente
2024-04-12,2024,4,5,False,Shein,Moda Mujer,4,267.23,81.06,2.142857,3.166666,2.142857,Tendencia decreciente
2024-04-13,2024,4,6,True,Shein,Moda Mujer,4,267.51,81.28,2.428571,3.233333,2.428571,Tendencia decreciente
2024-04-14,2024,4,7,True,Shein,Moda Mujer,6,356.38,99.87,2.857142,3.3,2.857142,Tendencia decreciente
2024-04-15,2024,4,1,False,Shein,Moda Mujer,7,417.49,115.57,3.571428,3.466666,3.571428,Tendencia estable
2024-04-16,2024,4,2,False,Shein,Moda Mujer,7,417.49,115.57,4.285714,3.666666,4.285714,Tendencia creciente
2024-04-17,2024,4,3,False,Shein,Moda Mujer,9,498.8,140.68,4.857142,3.766666,4.857142,Tendencia creciente
2024-04-18,2024,4,4,False,Shein,Moda Mujer,11,587.82,167.72,5.714285,3.933333,5.714285,Tendencia creciente
2024-04-19,2024,4,5,False,Shein,Moda Mujer,11,587.82,167.72,6.857142,4.166666,6.857142,Tendencia creciente
2024-04-20,2024,4,6,True,Shein,Moda Mujer,12,687.82,199.86,7.857142,4.4,7.857142,Tendencia creciente
2024-04-21,2024,4,7,True,Shein,Moda Mujer,11,584.38,168.0,9.0,4.7,9.0,Tendencia creciente
2024-04-22,2024,4,1,False,Shein,Moda Mujer,11,552.78,143.0,9.714285,4.966666,9.714285,Tendencia creciente
2024-04-23,2024,4,2,False,Shein,Moda Mujer,11,600.17,180.48,10.285714,5.166666,10.285714,Tendencia creciente
2024-04-24,2024,4,3,False,Shein,Moda Mujer,10,570.13,173.52,10.857142,5.366666,10.857142,Tendencia creciente
2024-04-25,2024,4,4,False,Shein,Moda Mujer,9,499.34,151.63,11.0,5.533333,11.0,Tendencia creciente
2024-04-26,2024,4,5,False,Shein,Moda Mujer,8,575.23,171.64,10.714285,5.633333,10.714285,Tendencia creciente
2024-04-27,2024,4,6,True,Shein,Moda Mujer,8,580.5,175.82,10.285714,5.7,10.285714,Tendencia creciente
2024-04-28,2024,4,7,True,Shein,Moda Mujer,7,491.84,132.41,9.714285,5.8,9.714285,Tendencia creciente
2024-04-29,2024,4,1,False,Shein,Moda Mujer,7,585.68,162.99,9.142857,5.933333,9.142857,Tendencia creciente
2024-04-30,2024,4,2,False,Shein,Moda Mujer,5,459.79,106.78,8.571428,6.066666,8.571428,Tendencia creciente
2024-05-01,2024,5,3,False,Shein,Moda Mujer,5,486.12,127.6,7.714285,6.133333,7.714285,Tendencia creciente
2024-05-02,2024,5,4,False,Shein,Moda Mujer,3,280.75,67.02,7.0,6.2,7.0,Tendencia creciente
2024-05-03,2024,5,5,False,Shein,Moda Mujer,3,280.75,67.02,6.142857,6.166666,6.142857,Tendencia estable
2025-05-25,2025,5,7,True,Miravia,Infantil,1,35.4,11.23,1.142857,1.733333,1.142857,Tendencia decreciente
2025-05-26,2025,5,1,False,Miravia,Infantil,1,35.4,11.23,1.0,1.733333,1.0,Tendencia decreciente
2025-05-27,2025,5,2,False,Miravia,Infantil,1,35.4,11.23,1.0,1.733333,1.0,Tendencia decreciente
2025-05-28,2025,5,3,False,Miravia,Infantil,1,35.4,11.23,1.0,1.733333,1.0,Tendencia decreciente
2025-05-30,2025,5,5,False,Miravia,Infantil,1,42.75,12.97,1.0,1.733333,1.0,Tendencia decreciente
2025-05-31,2025,5,6,True,Miravia,Infantil,1,42.75,12.97,1.0,1.733333,1.0,Tendencia decreciente
2025-06-01,2025,6,7,True,Miravia,Infantil,1,42.75,12.97,1.0,1.733333,1.0,Tendencia decreciente
2025-06-02,2025,6,1,False,Miravia,Infantil,1,42.75,12.97,1.0,1.733333,1.0,Tendencia decreciente
2025-06-03,2025,6,2,False,Miravia,Infantil,1,42.75,12.97,1.0,1.733333,1.0,Tendencia decreciente
2025-06-04,2025,6,3,False,Miravia,Infantil,1,42.75,12.97,1.0,1.733333,1.0,Tendencia decreciente
2025-06-05,2025,6,4,False,Miravia,Infantil,1,42.75,12.97,1.0,1.7,1.0,Tendencia decreciente
2025-06-06,2025,6,5,False,Miravia,Infantil,1,42.75,12.97,1.0,1.666666,1.0,Tendencia decreciente
2025-06-07,2025,6,6,True,Miravia,Infantil,1,42.75,12.97,1.0,1.633333,1.0,Tendencia decreciente
2025-06-08,2025,6,7,True,Miravia,Infantil,1,42.75,12.97,1.0,1.566666,1.0,Tendencia decreciente
2025-06-09,2025,6,1,False,Miravia,Infantil,1,42.75,12.97,1.0,1.5,1.0,Tendencia decreciente
2025-06-29,2025,6,7,True,Miravia,Infantil,2,110.82,49.84,1.0,1.433333,1.0,Tendencia decreciente
2025-06-30,2025,6,1,False,Miravia,Infantil,2,110.82,49.84,1.142857,1.4,1.142857,Tendencia decreciente
2025-07-01,2025,7,2,False,Miravia,Infantil,2,110.82,49.84,1.285714,1.366666,1.285714,Tendencia estable
2025-07-02,2025,7,3,False,Miravia,Infantil,2,110.82,49.84,1.428571,1.333333,1.428571,Tendencia estable
2025-07-03,2025,7,4,False,Miravia,Infantil,3,157.0,61.07,1.571428,1.3,1.571428,Tendencia creciente
2025-07-04,2025,7,5,False,Miravia,Infantil,3,157.0,61.07,1.857142,1.3,1.857142,Tendencia creciente
2025-07-05,2025,7,6,True,Miravia,Infantil,3,157.0,61.07,2.142857,1.3,2.142857,Tendencia creciente
2025-07-06,2025,7,7,True,Miravia,Infantil,3,157.0,61.07,2.428571,1.366666,2.428571,Tendencia creciente
2025-07-07,2025,7,1,False,Miravia,Infantil,3,157.0,61.07,2.571428,1.433333,2.571428,Tendencia creciente
2025-07-08,2025,7,2,False,Miravia,Infantil,3,157.0,61.07,2.714285,1.466666,2.714285,Tendencia creciente
2025-07-09,2025,7,3,False,Miravia,Infantil,3,157.0,61.07,2.857142,1.533333,2.857142,Tendencia creciente
2025-07-10,2025,7,4,False,Miravia,Infantil,3,157.0,61.07,3.0,1.6,3.0,Tendencia creciente
2025-07-11,2025,7,5,False,Miravia,Infantil,1,46.18,11.23,3.0,1.666666,3.0,Tendencia creciente
2025-07-12,2025,7,6,True,Miravia,Infantil,1,46.18,11.23,2.714285,1.666666,2.714285,Tendencia creciente
2025-07-13,2025,7,7,True,Miravia,Infantil,2,79.79,20.89,2.428571,1.666666,2.428571,Tendencia creciente
2025-07-14,2025,7,1,False,Miravia,Infantil,1,33.61,9.66,2.285714,1.7,2.285714,Tendencia creciente
2025-07-15,2025,7,2,False,Miravia,Infantil,1,33.61,9.66,2.0,1.7,2.0,Tendencia creciente
2025-03-15,2025,3,6,True,Shein,Moda Hombre,4,261.66,71.03,4.428571,5.1,4.428571,Tendencia decreciente
2025-03-16,2025,3,7,True,Shein,Moda Hombre,4,273.95,80.75,4.428571,5.0,4.428571,Tendencia decreciente
2025-03-17,2025,3,1,False,Shein,Moda Hombre,5,341.4,83.24,4.428571,4.833333,4.428571,Tendencia estable
2025-03-18,2025,3,2,False,Shein,Moda Hombre,5,340.32,82.39,4.428571,4.7,4.428571,Tendencia estable
2025-03-19,2025,3,3,False,Shein,Moda Hombre,5,343.92,85.23,4.428571,4.566666,4.428571,Tendencia estable
2025-03-20,2025,3,4,False,Shein,Moda Hombre,5,337.51,80.17,4.428571,4.466666,4.428571,Tendencia estable
2025-03-21,2025,3,5,False,Shein,Moda Hombre,5,362.51,87.3,4.571428,4.366666,4.571428,Tendencia estable
2025-03-22,2025,3,6,True,Shein,Moda Hombre,5,353.0,79.78,4.714285,4.333333,4.714285,Tendencia estable
2025-03-23,2025,3,7,True,Shein,Moda Hombre,9,662.93,140.16,4.857142,4.266666,4.857142,Tendencia creciente
2025-03-24,2025,3,1,False,Shein,Moda Hombre,11,759.36,173.1,5.571428,4.366666,5.571428,Tendencia creciente
2025-03-25,2025,3,2,False,Shein,Moda Hombre,11,752.76,167.88,6.428571,4.5,6.428571,Tendencia creciente
2025-03-26,2025,3,3,False,Shein,Moda Hombre,10,738.84,163.25,7.285714,4.666666,7.285714,Tendencia creciente
2025-03-27,2025,3,4,False,Shein,Moda Hombre,10,732.01,157.85,8.0,4.833333,8.0,Tendencia creciente
2025-03-28,2025,3,5,False,Shein,Moda Hombre,10,716.68,173.46,8.714285,5.1,8.714285,Tendencia creciente
2025-03-29,2025,3,6,True,Shein,Moda Hombre,10,704.95,164.18,9.428571,5.366666,9.428571,Tendencia creciente
2025-03-30,2025,3,7,True,Shein,Moda Hombre,10,713.33,170.81,10.142857,5.633333,10.142857,Tendencia creciente
2025-03-31,2025,3,1,False,Shein,Moda Hombre,11,796.96,181.28,10.285714,5.9,10.285714,Tendencia creciente
2025-04-01,2025,4,2,False,Shein,Moda Hombre,10,691.95,144.51,10.285714,6.2,10.285714,Tendencia creciente
2025-04-02,2025,4,3,False,Shein,Moda Hombre,10,707.02,156.43,10.142857,6.433333,10.142857,Tendencia creciente
2025-04-03,2025,4,4,False,Shein,Moda Hombre,11,789.87,182.75,10.142857,6.6,10.142857,Tendencia creciente
2025-04-04,2025,4,5,False,Shein,Moda Hombre,8,540.46,126.47,10.285714,6.8,10.285714,Tendencia creciente
2025-04-05,2025,4,6,True,Shein,Moda Hombre,7,492.44,115.86,10.0,6.933333,10.0,Tendencia creciente
2025-04-06,2025,4,7,True,Shein,Moda Hombre,7,507.23,138.76,9.571428,7.033333,9.571428,Tendencia creciente
2025-04-07,2025,4,1,False,Shein,Moda Hombre,6,405.35,101.99,9.142857,7.133333,9.142857,Tendencia creciente
2025-04-08,2025,4,2,False,Shein,Moda Hombre,6,405.35,101.99,8.428571,7.2,8.428571,Tendencia creciente
2025-04-09,2025,4,3,False,Shein,Moda Hombre,6,440.31,102.82,7.857142,7.266666,7.857142,Tendencia estable
2025-04-10,2025,4,4,False,Shein,Moda Hombre,7,490.02,112.7,7.285714,7.3,7.285714,Tendencia estable
2025-04-11,2025,4,5,False,Shein,Moda Hombre,10,645.15,158.35,6.714285,7.366666,6.714285,Tendencia estable
2025-04-12,2025,4,6,True,Shein,Moda Hombre,9,564.87,150.53,7.0,7.533333,7.0,Tendencia estable
2025-04-13,2025,4,7,True,Shein,Moda Hombre,9,564.87,150.53,7.285714,7.7,7.285714,Tendencia estable
2025-04-14,2025,4,1,False,Shein,Moda Hombre,8,483.7,125.53,7.571428,7.866666,7.571428,Tendencia estable
2025-04-15,2025,4,2,False,Shein,Moda Hombre,8,483.7,125.53,7.857142,8.0,7.857142,Tendencia estable
2024-05-04,2024,5,6,True,Shein,Moda Mujer,3,280.75,67.02,5.428571,6.2,5.428571,Tendencia decreciente
2024-05-05,2024,5,7,True,Shein,Moda Mujer,4,387.01,110.76,4.714285,6.233333,4.714285,Tendencia decreciente
2024-05-06,2024,5,1,False,Shein,Moda Mujer,4,387.01,110.76,4.285714,6.3,4.285714,Tendencia decreciente
2024-05-07,2024,5,2,False,Shein,Moda Mujer,2,213.81,72.68,3.857142,6.4,3.857142,Tendencia decreciente
2024-05-08,2024,5,3,False,Shein,Moda Mujer,2,213.81,72.68,3.428571,6.433333,3.428571,Tendencia decreciente
2024-05-09,2024,5,4,False,Shein,Moda Mujer,2,213.81,72.68,3.0,6.433333,3.0,Tendencia decreciente
2024-05-10,2024,5,5,False,Shein,Moda Mujer,1,106.26,43.74,2.857142,6.4,2.857142,Tendencia decreciente
2024-05-11,2024,5,6,True,Shein,Moda Mujer,1,106.26,43.74,2.571428,6.333333,2.571428,Tendencia decreciente
2024-05-12,2024,5,7,True,Shein,Moda Mujer,2,214.27,71.21,2.285714,6.266666,2.285714,Tendencia decreciente
2024-05-13,2024,5,1,False,Shein,Moda Mujer,4,241.01,68.78,2.0,6.2,2.0,Tendencia decreciente
2024-05-14,2024,5,2,False,Shein,Moda Mujer,4,242.38,69.86,2.0,6.2,2.0,Tendencia decreciente
2024-05-15,2024,5,3,False,Shein,Moda Mujer,4,238.27,66.61,2.285714,6.133333,2.285714,Tendencia decreciente
2024-05-16,2024,5,4,False,Shein,Moda Mujer,3,138.18,27.76,2.571428,6.033333,2.571428,Tendencia decreciente
2024-05-17,2024,5,5,False,Shein,Moda Mujer,3,138.86,28.3,2.714285,5.9,2.714285,Tendencia decreciente
2024-05-18,2024,5,6,True,Shein,Moda Mujer,5,234.67,44.01,3.0,5.7,3.0,Tendencia decreciente
2024-05-19,2024,5,7,True,Shein,Moda Mujer,5,235.7,44.84,3.571428,5.5,3.571428,Tendencia decreciente
2024-05-20,2024,5,1,False,Shein,Moda Mujer,5,236.38,45.38,4.0,5.3,4.0,Tendencia decreciente
2024-05-21,2024,5,2,False,Shein,Moda Mujer,6,295.18,54.36,4.142857,5.066666,4.142857,Tendencia decreciente
2024-05-22,2024,5,3,False,Shein,Moda Mujer,6,295.87,54.91,4.428571,4.9,4.428571,Tendencia estable
2024-05-23,2024,5,4,False,Shein,Moda Mujer,5,183.06,23.64,4.714285,4.733333,4.714285,Tendencia estable
2024-05-24,2024,5,5,False,Shein,Moda Mujer,3,159.75,28.79,5.0,4.533333,5.0,Tendencia creciente
2024-05-25,2024,5,6,True,Shein,Moda Mujer,3,159.75,28.79,5.0,4.3,5.0,Tendencia creciente
2024-05-26,2024,5,7,True,Shein,Moda Mujer,3,159.75,28.79,4.714285,4.1,4.714285,Tendencia creciente
2024-05-27,2024,5,1,False,Shein,Moda Mujer,3,159.75,28.79,4.428571,3.933333,4.428571,Tendencia creciente
2024-05-28,2024,5,2,False,Shein,Moda Mujer,4,170.36,28.5,4.142857,3.766666,4.142857,Tendencia estable
2024-05-29,2024,5,3,False,Shein,Moda Mujer,4,170.9,28.93,3.857142,3.666666,3.857142,Tendencia estable
2024-05-30,2024,5,4,False,Shein,Moda Mujer,2,71.75,10.56,3.571428,3.566666,3.571428,Tendencia estable
2024-05-31,2024,5,5,False,Shein,Moda Mujer,2,74.2,12.5,3.142857,3.466666,3.142857,Tendencia estable
2024-06-01,2024,6,6,True,Shein,Moda Mujer,2,74.47,12.72,3.0,3.366666,3.0,Tendencia decreciente
2024-06-02,2024,6,7,True,Shein,Moda Mujer,1,11.56,0.46,2.857142,3.333333,2.857142,Tendencia decreciente
2024-06-03,2024,6,1,False,Shein,Moda Mujer,2,112.37,25.31,2.571428,3.266666,2.571428,Tendencia decreciente
2024-06-04,2024,6,2,False,Shein,Moda Mujer,2,112.64,25.53,2.428571,3.233333,2.428571,Tendencia decreciente
2025-05-04,2025,5,7,True,Web Propia,Accesorios,8,738.05,371.85,5.714285,5.733333,5.714285,Tendencia estable
2025-05-05,2025,5,1,False,Web Propia,Accesorios,6,547.39,293.95,6.0,5.933333,6.0,Tendencia estable
2025-05-06,2025,5,2,False,Web Propia,Accesorios,7,587.57,295.69,6.285714,5.966666,6.285714,Tendencia estable
2025-05-07,2025,5,3,False,Web Propia,Accesorios,7,600.95,308.9,6.714285,6.033333,6.714285,Tendencia creciente
2025-05-08,2025,5,4,False,Web Propia,Accesorios,6,503.48,258.24,6.857142,6.1,6.857142,Tendencia creciente
2025-05-09,2025,5,5,False,Web Propia,Accesorios,8,814.24,453.38,6.857142,6.1,6.857142,Tendencia creciente
2025-05-10,2025,5,6,True,Web Propia,Accesorios,8,815.54,454.66,7.142857,6.166666,7.142857,Tendencia creciente
2025-05-11,2025,5,7,True,Web Propia,Accesorios,6,636.11,367.87,7.142857,6.233333,7.142857,Tendencia creciente
2025-05-12,2025,5,1,False,Web Propia,Accesorios,6,637.41,369.15,6.857142,6.233333,6.857142,Tendencia creciente
2025-05-13,2025,5,2,False,Web Propia,Accesorios,6,628.33,360.19,6.857142,6.166666,6.857142,Tendencia creciente
2025-05-14,2025,5,3,False,Web Propia,Accesorios,6,634.82,366.6,6.714285,6.1,6.714285,Tendencia creciente
2025-05-15,2025,5,4,False,Web Propia,Accesorios,4,434.81,242.72,6.571428,6.033333,6.571428,Tendencia estable
2025-05-16,2025,5,5,False,Web Propia,Accesorios,4,427.03,235.04,6.285714,5.9,6.285714,Tendencia estable
2025-05-17,2025,5,6,True,Web Propia,Accesorios,3,338.36,202.57,5.714285,5.833333,5.714285,Tendencia estable
2025-05-18,2025,5,7,True,Web Propia,Accesorios,3,338.36,202.57,5.0,5.733333,5.0,Tendencia decreciente
2025-05-19,2025,5,1,False,Web Propia,Accesorios,3,338.36,202.57,4.571428,5.633333,4.571428,Tendencia decreciente
2025-05-20,2025,5,2,False,Web Propia,Accesorios,3,338.36,202.57,4.142857,5.533333,4.142857,Tendencia decreciente
2025-05-21,2025,5,3,False,Web Propia,Accesorios,1,29.54,9.35,3.714285,5.466666,3.714285,Tendencia decreciente
2025-05-22,2025,5,4,False,Web Propia,Accesorios,1,29.54,9.35,3.0,5.333333,3.0,Tendencia decreciente
2025-05-23,2025,5,5,False,Web Propia,Accesorios,1,29.54,9.35,2.571428,5.2,2.571428,Tendencia decreciente
2025-05-24,2025,5,6,True,Web Propia,Accesorios,1,29.54,9.35,2.142857,5.066666,2.142857,Tendencia decreciente
2025-05-25,2025,5,7,True,Web Propia,Accesorios,1,29.54,9.35,1.857142,4.933333,1.857142,Tendencia decreciente
2025-05-26,2025,5,1,False,Web Propia,Accesorios,1,29.54,9.35,1.571428,4.8,1.571428,Tendencia decreciente
2025-05-27,2025,5,2,False,Web Propia,Accesorios,2,184.05,102.19,1.285714,4.666666,1.285714,Tendencia decreciente
2025-05-28,2025,5,3,False,Web Propia,Accesorios,1,154.51,92.84,1.142857,4.533333,1.142857,Tendencia decreciente
2025-05-29,2025,5,4,False,Web Propia,Accesorios,1,154.51,92.84,1.142857,4.433333,1.142857,Tendencia decreciente
2025-05-30,2025,5,5,False,Web Propia,Accesorios,1,154.51,92.84,1.142857,4.333333,1.142857,Tendencia decreciente
2025-05-31,2025,5,6,True,Web Propia,Accesorios,5,308.76,158.86,1.142857,4.166666,1.142857,Tendencia decreciente
2025-06-01,2025,6,7,True,Web Propia,Accesorios,5,310.69,160.76,1.714285,4.133333,1.714285,Tendencia decreciente
2025-06-02,2025,6,1,False,Web Propia,Accesorios,5,301.04,151.23,2.285714,4.1,2.285714,Tendencia decreciente
2025-06-03,2025,6,2,False,Web Propia,Accesorios,5,302.97,153.14,2.857142,4.0,2.857142,Tendencia decreciente
2025-07-16,2025,7,3,False,Miravia,Infantil,1,33.61,9.66,1.714285,1.7,1.714285,Tendencia estable
2025-07-17,2025,7,4,False,Miravia,Infantil,1,33.61,9.66,1.428571,1.7,1.428571,Tendencia decreciente
2025-07-18,2025,7,5,False,Miravia,Infantil,1,33.61,9.66,1.142857,1.7,1.142857,Tendencia decreciente
2025-07-19,2025,7,6,True,Miravia,Infantil,1,33.61,9.66,1.142857,1.7,1.142857,Tendencia decreciente
2025-07-20,2025,7,7,True,Miravia,Infantil,1,33.61,9.66,1.142857,1.7,1.142857,Tendencia decreciente
2025-07-21,2025,7,1,False,Miravia,Infantil,1,33.61,9.66,1.0,1.7,1.0,Tendencia decreciente
2025-07-22,2025,7,2,False,Miravia,Infantil,1,33.61,9.66,1.0,1.7,1.0,Tendencia decreciente
2025-07-23,2025,7,3,False,Miravia,Infantil,1,33.61,9.66,1.0,1.7,1.0,Tendencia decreciente
2025-07-24,2025,7,4,False,Miravia,Infantil,1,33.61,9.66,1.0,1.7,1.0,Tendencia decreciente
2025-07-25,2025,7,5,False,Miravia,Infantil,1,40.61,11.09,1.0,1.7,1.0,Tendencia decreciente
2025-07-26,2025,7,6,True,Miravia,Infantil,1,40.61,11.09,1.0,1.7,1.0,Tendencia decreciente
2025-07-27,2025,7,7,True,Miravia,Infantil,1,40.61,11.09,1.0,1.7,1.0,Tendencia decreciente
2025-07-28,2025,7,1,False,Miravia,Infantil,1,40.61,11.09,1.0,1.7,1.0,Tendencia decreciente
2025-07-29,2025,7,2,False,Miravia,Infantil,1,40.61,11.09,1.0,1.7,1.0,Tendencia decreciente
2025-07-30,2025,7,3,False,Miravia,Infantil,1,40.61,11.09,1.0,1.666666,1.0,Tendencia decreciente
2025-07-31,2025,7,4,False,Miravia,Infantil,1,40.61,11.09,1.0,1.633333,1.0,Tendencia decreciente
2025-08-01,2025,8,5,False,Miravia,Infantil,1,40.61,11.09,1.0,1.6,1.0,Tendencia decreciente
2025-08-02,2025,8,6,True,Miravia,Infantil,1,40.61,11.09,1.0,1.566666,1.0,Tendencia decreciente
2025-08-03,2025,8,7,True,Miravia,Infantil,1,40.61,11.09,1.0,1.5,1.0,Tendencia decreciente
2025-08-04,2025,8,1,False,Miravia,Infantil,1,40.61,11.09,1.0,1.433333,1.0,Tendencia decreciente
2025-08-05,2025,8,2,False,Miravia,Infantil,1,40.61,11.09,1.0,1.366666,1.0,Tendencia decreciente
2025-08-25,2025,8,1,False,Miravia,Infantil,2,105.44,45.11,1.0,1.3,1.0,Tendencia decreciente
2025-08-26,2025,8,2,False,Miravia,Infantil,2,105.44,45.11,1.142857,1.266666,1.142857,Tendencia estable
2025-08-27,2025,8,3,False,Miravia,Infantil,2,105.44,45.11,1.285714,1.233333,1.285714,Tendencia estable
2025-08-28,2025,8,4,False,Miravia,Infantil,3,155.43,59.69,1.428571,1.2,1.428571,Tendencia creciente
2025-08-29,2025,8,5,False,Miravia,Infantil,3,155.43,59.69,1.714285,1.2,1.714285,Tendencia creciente
2025-08-30,2025,8,6,True,Miravia,Infantil,3,155.43,59.69,2.0,1.266666,2.0,Tendencia creciente
2025-08-31,2025,8,7,True,Miravia,Infantil,3,155.43,59.69,2.285714,1.333333,2.285714,Tendencia creciente
2025-09-01,2025,9,1,False,Miravia,Infantil,3,155.43,59.69,2.571428,1.366666,2.571428,Tendencia creciente
2025-09-02,2025,9,2,False,Miravia,Infantil,3,155.43,59.69,2.714285,1.433333,2.714285,Tendencia creciente
2025-09-03,2025,9,3,False,Miravia,Infantil,3,155.43,59.69,2.857142,1.5,2.857142,Tendencia creciente
2025-09-04,2025,9,4,False,Miravia,Infantil,3,155.43,59.69,3.0,1.566666,3.0,Tendencia creciente
2024-06-05,2024,6,3,False,Shein,Moda Mujer,3,234.76,72.17,2.142857,3.166666,2.142857,Tendencia decreciente
2024-06-06,2024,6,4,False,Shein,Moda Mujer,3,235.03,72.39,2.0,3.133333,2.0,Tendencia decreciente
2024-06-07,2024,6,5,False,Shein,Moda Mujer,4,266.71,80.66,2.142857,3.166666,2.142857,Tendencia decreciente
2024-06-08,2024,6,6,True,Shein,Moda Mujer,4,268.07,81.74,2.428571,3.233333,2.428571,Tendencia decreciente
2024-06-09,2024,6,7,True,Shein,Moda Mujer,4,312.36,91.34,2.714285,3.3,2.714285,Tendencia decreciente
2024-06-10,2024,6,1,False,Shein,Moda Mujer,7,426.48,122.71,3.142857,3.4,3.142857,Tendencia estable
2024-06-11,2024,6,2,False,Shein,Moda Mujer,7,426.48,122.71,3.857142,3.6,3.857142,Tendencia estable
2024-06-12,2024,6,3,False,Shein,Moda Mujer,9,503.69,144.58,4.571428,3.766666,4.571428,Tendencia creciente
2024-06-13,2024,6,4,False,Shein,Moda Mujer,9,503.69,144.58,5.428571,3.933333,5.428571,Tendencia creciente
2024-06-14,2024,6,5,False,Shein,Moda Mujer,11,588.39,168.19,6.285714,4.1,6.285714,Tendencia creciente
2024-06-15,2024,6,6,True,Shein,Moda Mujer,12,745.12,245.2,7.285714,4.333333,7.285714,Tendencia creciente
2024-06-16,2024,6,7,True,Shein,Moda Mujer,11,607.35,186.17,8.428571,4.633333,8.428571,Tendencia creciente
2024-06-17,2024,6,1,False,Shein,Moda Mujer,11,615.93,192.95,9.428571,4.9,9.428571,Tendencia creciente
2024-06-18,2024,6,2,False,Shein,Moda Mujer,11,621.64,197.47,10.0,5.1,10.0,Tendencia creciente
2024-06-19,2024,6,3,False,Shein,Moda Mujer,10,559.49,165.09,10.571428,5.3,10.571428,Tendencia creciente
2024-06-20,2024,6,4,False,Shein,Moda Mujer,10,565.2,169.61,10.714285,5.466666,10.714285,Tendencia creciente
2024-06-21,2024,6,5,False,Shein,Moda Mujer,9,587.49,148.69,10.857142,5.6,10.857142,Tendencia creciente
2024-06-22,2024,6,6,True,Shein,Moda Mujer,8,549.8,151.52,10.571428,5.7,10.571428,Tendencia creciente
2024-06-23,2024,6,7,True,Shein,Moda Mujer,7,502.04,140.47,10.0,5.8,10.0,Tendencia creciente
2024-06-24,2024,6,1,False,Shein,Moda Mujer,7,551.9,136.25,9.428571,5.933333,9.428571,Tendencia creciente
2024-06-25,2024,6,2,False,Shein,Moda Mujer,5,518.63,153.32,8.857142,6.066666,8.857142,Tendencia creciente
2024-06-26,2024,6,3,False,Shein,Moda Mujer,5,524.34,157.84,8.0,6.133333,8.0,Tendencia creciente
2024-06-27,2024,6,4,False,Shein,Moda Mujer,3,267.21,56.31,7.285714,6.2,7.285714,Tendencia creciente
2024-06-28,2024,6,5,False,Shein,Moda Mujer,3,267.21,56.31,6.285714,6.166666,6.285714,Tendencia estable
